"","X1","Analyst","FileName","Date","RecordingLocation","plot","location","PrimateSpecies","CallOnset","CallDuration","CallCompletion","CallDistance","MicUsed","Rain","UndergradComments","SilvyComments","newdate","year","StartTime","TimeDiff","CallEnd","CallingAtStart","CallingAtEnd","path","date","meanRMS_0_2kHz","meanRMS_0_8kHz","meanRMS_2_8kHz","LunarPhase","RainPreviousDay","today_average_temp","today_min_temp","lastnight_average_temp","lastnight_min_temp","dt","roundDateTime","Temperature","Humidity","Titis","Howlers","CallDurationInSec","Year"
"964",964,"Silvy van Kuijk","PUMA_20170217_054500.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 05:46:12,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",76.9947441887472,92.2134326371957,92.0808700769619,"Waning",0.6,25.47916667,23,24,23,2017-02-17 05:45:00,2017-02-17 06:00:00,23,95,FALSE,FALSE,NA,"2017"
"965",965,"Silvy van Kuijk","PUMA_20170217_060000.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 06:02:18,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",83.6368641463705,91.5451948041059,90.7784082396502,"Waning",0.6,25.47916667,23,24,23,2017-02-17 06:00:00,2017-02-17 06:00:00,23,95,FALSE,FALSE,NA,"2017"
"966",966,"Silvy van Kuijk","PUMA_20170217_061500.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","Howler",0000-01-01 06:20:37,00:01:31,"Complete",4,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 06:15:00,337,0000-01-01 06:22:08,FALSE,FALSE,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",80.7138680999277,90.1470017826048,89.6217098754273,"Waning",0.6,25.47916667,23,24,23,2017-02-17 06:15:00,2017-02-17 06:00:00,23,95,FALSE,TRUE,91,"2017"
"967",967,"Silvy van Kuijk","PUMA_20170217_063000.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 06:33:19,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",82.9123463330269,93.5729971857018,93.1830218142861,"Waning",0.6,25.47916667,23,24,23,2017-02-17 06:30:00,2017-02-17 07:00:00,23,95,FALSE,FALSE,NA,"2017"
"968",968,"Silvy van Kuijk","PUMA_20170217_064500.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 06:46:18,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",78.416243422182,93.4559309351472,93.3176932010794,"Waning",0.6,25.47916667,23,24,23,2017-02-17 06:45:00,2017-02-17 07:00:00,23,95,FALSE,FALSE,NA,"2017"
"969",969,"Silvy van Kuijk","PUMA_20170217_070000.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 07:02:44,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",78.8476707106416,89.9406955725479,89.5892443247417,"Waning",0.6,25.47916667,23,24,23,2017-02-17 07:00:00,2017-02-17 07:00:00,23,95,FALSE,FALSE,NA,"2017"
"970",970,"Silvy van Kuijk","PUMA_20170217_071500.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 07:23:59,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",78.499670799128,89.0384709169586,88.6369605986602,"Waning",0.6,25.47916667,23,24,23,2017-02-17 07:15:00,2017-02-17 07:00:00,23,95,FALSE,FALSE,NA,"2017"
"971",971,"Silvy van Kuijk","PUMA_20170217_073000.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 07:37:08,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-17,2017,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",77.4253061088322,89.7302417611526,89.4670581925158,"Waning",0.6,25.47916667,23,24,23,2017-02-17 07:30:00,2017-02-17 08:00:00,23.5,95.5,FALSE,FALSE,NA,"2017"
"972",972,"Silvy van Kuijk","PUMA_20170217_074500.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 07:48:22,NA,NA,NA,1,"Rain",NA,NA,2017-02-17,2017,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",77.2293611797886,88.6183073056874,88.2909493457415,"Waning",0.6,25.47916667,23,24,23,2017-02-17 07:45:00,2017-02-17 08:00:00,23.5,95.5,FALSE,FALSE,NA,"2017"
"973",973,"Silvy van Kuijk","PUMA_20170217_080000.wav",2017-02-17,"Puma/1, 200","Puma","1, 200","None",0000-01-01 08:04:11,NA,NA,NA,1,"Rain",NA,NA,2017-02-17,2017,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/1, 200/17 feb","17 feb 2017",92.8082182583325,95.8690854567794,92.9098066472967,"Waning",0.6,25.47916667,23,24,23,2017-02-17 08:00:00,2017-02-17 08:00:00,23.5,95.5,FALSE,FALSE,NA,"2017"
"974",974,"Silvy van Kuijk","PUMA_20170213_054500.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","Howler",0000-01-01 05:50:24,00:04:36,"End",4,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 05:45:00,324,0000-01-01 05:55:00,FALSE,TRUE,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",72.7227570771747,94.0805081040026,94.048628128487,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 05:45:00,2017-02-13 06:00:00,24,93,FALSE,TRUE,276,"2017"
"975",975,"Silvy van Kuijk","PUMA_20170213_060000.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","Howler",0000-01-01 06:00:00,00:10:00,"Start, End",4,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 06:00:00,0,0000-01-01 06:10:00,TRUE,TRUE,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",NA,NA,NA,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 06:00:00,2017-02-13 06:00:00,24,93,FALSE,TRUE,600,"2017"
"976",976,"Silvy van Kuijk","PUMA_20170213_061500.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","Howler",0000-01-01 06:16:54,00:01:16,"Complete",4,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 06:15:00,114,0000-01-01 06:18:10,FALSE,FALSE,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",74.5666948986179,90.6315857355889,90.522791676267,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 06:15:00,2017-02-13 06:00:00,24,93,FALSE,TRUE,76,"2017"
"977",977,"Silvy van Kuijk","PUMA_20170213_063000.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:33:27,NA,NA,NA,1,"Dry",NA,"Spider monkey call",2017-02-13,2017,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",73.5407923351922,91.1549083477859,91.0790324583279,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 06:30:00,2017-02-13 07:00:00,23.5,93,FALSE,FALSE,NA,"2017"
"978",978,"Silvy van Kuijk","PUMA_20170213_064500.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:53:12,NA,NA,NA,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",71.7250433807347,90.8117549427202,90.7578384336266,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 06:45:00,2017-02-13 07:00:00,23.5,93,FALSE,FALSE,NA,"2017"
"979",979,"Silvy van Kuijk","PUMA_20170213_070000.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:05:28,NA,NA,NA,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",72.3083366596178,91.3753139004202,91.3211576975479,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 07:00:00,2017-02-13 07:00:00,23.5,93,FALSE,FALSE,NA,"2017"
"980",980,"Silvy van Kuijk","PUMA_20170213_071500.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","Titi",0000-01-01 07:17:45,00:07:12,"Complete",4,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 07:15:00,165,0000-01-01 07:24:57,FALSE,FALSE,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",73.4334005336545,89.9142528637594,89.8154938538971,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 07:15:00,2017-02-13 07:00:00,23.5,93,TRUE,FALSE,432,"2017"
"981",981,"Silvy van Kuijk","PUMA_20170213_073000.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","Titi",0000-01-01 07:30:00,00:01:15,"Start",4,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 07:30:00,0,0000-01-01 07:31:15,TRUE,FALSE,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",NA,NA,NA,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 07:30:00,2017-02-13 08:00:00,24,93,TRUE,FALSE,75,"2017"
"982",982,"Silvy van Kuijk","PUMA_20170213_074500.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:47:19,NA,NA,NA,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",76.0352339028935,91.723281828251,91.6046044724267,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 07:45:00,2017-02-13 08:00:00,24,93,FALSE,FALSE,NA,"2017"
"983",983,"Silvy van Kuijk","PUMA_20170213_080000.wav",2017-02-13,"Puma/4, 0","Puma","4, 0","None",0000-01-01 08:02:38,NA,NA,NA,1,"Dry",NA,NA,2017-02-13,2017,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/13 feb","13 feb 2017",75.1906457344374,86.3876083503953,86.0448143125853,"Full",0,27.35416667,23.5,26.16666667,23.5,2017-02-13 08:00:00,2017-02-13 08:00:00,24,93,FALSE,FALSE,NA,"2017"
"984",984,"Silvy van Kuijk","PUMA_20170214_054500.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 05:53:28,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",97.1825994556569,100.564164693315,97.8974562136353,"Full",0,24.95833333,22.5,26,23,2017-02-14 05:45:00,2017-02-14 06:00:00,23,92,FALSE,FALSE,NA,"2017"
"985",985,"Silvy van Kuijk","PUMA_20170214_060000.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:08:47,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",101.595777185032,104.650346159267,101.685456933707,"Full",0,24.95833333,22.5,26,23,2017-02-14 06:00:00,2017-02-14 06:00:00,23,92,FALSE,FALSE,NA,"2017"
"986",986,"Silvy van Kuijk","PUMA_20170214_061500.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:20:31,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",100.892011089102,104.059063642689,101.201323446021,"Full",0,24.95833333,22.5,26,23,2017-02-14 06:15:00,2017-02-14 06:00:00,23,92,FALSE,FALSE,NA,"2017"
"987",987,"Silvy van Kuijk","PUMA_20170214_063000.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:31:58,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",97.7338267473965,101.069510062576,98.3634308051786,"Full",0,24.95833333,22.5,26,23,2017-02-14 06:30:00,2017-02-14 07:00:00,22.5,93,FALSE,FALSE,NA,"2017"
"988",988,"Silvy van Kuijk","PUMA_20170214_064500.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:49:39,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",97.1192070305621,100.623828340202,98.0588820638681,"Full",0,24.95833333,22.5,26,23,2017-02-14 06:45:00,2017-02-14 07:00:00,22.5,93,FALSE,FALSE,NA,"2017"
"989",989,"Silvy van Kuijk","PUMA_20170214_070000.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:06:22,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",92.4594179608862,95.8630595489168,93.2148146199314,"Full",0,24.95833333,22.5,26,23,2017-02-14 07:00:00,2017-02-14 07:00:00,22.5,93,FALSE,FALSE,NA,"2017"
"990",990,"Silvy van Kuijk","PUMA_20170214_071500.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:16:55,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",89.1400153266216,92.7153335499171,90.2059909452557,"Full",0,24.95833333,22.5,26,23,2017-02-14 07:15:00,2017-02-14 07:00:00,22.5,93,FALSE,FALSE,NA,"2017"
"991",991,"Silvy van Kuijk","PUMA_20170214_073000.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:34:40,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",87.2456068026255,91.376465460476,89.2570451048156,"Full",0,24.95833333,22.5,26,23,2017-02-14 07:30:00,2017-02-14 08:00:00,23,93.5,FALSE,FALSE,NA,"2017"
"992",992,"Silvy van Kuijk","PUMA_20170214_074500.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:50:46,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",87.1043248689746,93.0598386231695,91.7891542108637,"Full",0,24.95833333,22.5,26,23,2017-02-14 07:45:00,2017-02-14 08:00:00,23,93.5,FALSE,FALSE,NA,"2017"
"993",993,"Silvy van Kuijk","PUMA_20170214_080000.wav",2017-02-14,"Puma/4, 0","Puma","4, 0","None",0000-01-01 08:05:11,NA,NA,NA,1,"Rain",NA,NA,2017-02-14,2017,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/14 feb","14 feb 2017",84.7733063831157,91.3759877698077,90.3049814691539,"Full",0,24.95833333,22.5,26,23,2017-02-14 08:00:00,2017-02-14 08:00:00,23,93.5,FALSE,FALSE,NA,"2017"
"994",994,"Silvy van Kuijk","PUMA_20170215_054500.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 05:50:48,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",74.4102814611308,93.7213535410495,93.6701731410987,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 05:45:00,2017-02-15 06:00:00,23.5,94.5,FALSE,FALSE,NA,"2017"
"995",995,"Silvy van Kuijk","PUMA_20170215_060000.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:06:47,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",76.1252534392529,90.1738786808193,89.9994926264184,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 06:00:00,2017-02-15 06:00:00,23.5,94.5,FALSE,FALSE,NA,"2017"
"996",996,"Silvy van Kuijk","PUMA_20170215_061500.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:23:55,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",73.7766975756263,89.4284142294899,89.3086022592644,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 06:15:00,2017-02-15 06:00:00,23.5,94.5,FALSE,FALSE,NA,"2017"
"997",997,"Silvy van Kuijk","PUMA_20170215_063000.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:36:08,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 06:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",72.2070989813331,89.4761926261255,89.3940025960506,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 06:30:00,2017-02-15 07:00:00,23,94.5,FALSE,FALSE,NA,"2017"
"998",998,"Silvy van Kuijk","PUMA_20170215_064500.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 06:52:28,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",71.5087818474329,91.9233160034997,91.8836705735932,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 06:45:00,2017-02-15 07:00:00,23,94.5,FALSE,FALSE,NA,"2017"
"999",999,"Silvy van Kuijk","PUMA_20170215_070000.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:06:12,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",75.1359987739757,92.9788603401082,92.9070506931807,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 07:00:00,2017-02-15 07:00:00,23,94.5,FALSE,FALSE,NA,"2017"
"1000",1000,"Silvy van Kuijk","PUMA_20170215_071500.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 07:16:34,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",71.3314585273816,87.6708562560901,87.5688455866459,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 07:15:00,2017-02-15 07:00:00,23,94.5,FALSE,FALSE,NA,"2017"
"1001",1001,"Silvy van Kuijk","PUMA_20170215_073000.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","Titi",0000-01-01 07:32:58,00:06:11,"Complete",4,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 07:30:00,178,0000-01-01 07:39:09,FALSE,FALSE,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",87.2365179402174,90.1974999504745,87.1373491074228,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 07:30:00,2017-02-15 08:00:00,23.5,95,TRUE,FALSE,371,"2017"
"1002",1002,"Silvy van Kuijk","PUMA_20170215_074500.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","Titi",0000-01-01 07:45:00,00:00:46,"Start",4,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 07:45:00,0,0000-01-01 07:45:46,TRUE,FALSE,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",NA,NA,NA,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 07:45:00,2017-02-15 08:00:00,23.5,95,TRUE,FALSE,46,"2017"
"1003",1003,"Silvy van Kuijk","PUMA_20170215_080000.wav",2017-02-15,"Puma/4, 0","Puma","4, 0","None",0000-01-01 08:04:55,NA,NA,NA,1,"Dry",NA,NA,2017-02-15,2017,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/4, 0/15 feb","15 feb 2017",72.1693239876744,89.318162252855,89.2336479280666,"Waning",4,24.64583333,23,24.5,23.5,2017-02-15 08:00:00,2017-02-15 08:00:00,23.5,95,FALSE,FALSE,NA,"2017"
"1004",1004,"Silvy van Kuijk","PUMA_20170218_054500.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 05:52:59,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",84.0633847485229,96.7028239724832,96.4597264446974,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 05:45:00,2017-02-18 06:00:00,22,94,FALSE,FALSE,NA,"2017"
"1005",1005,"Silvy van Kuijk","PUMA_20170218_060000.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 06:04:48,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 06:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",83.2122890576324,92.8188973524864,92.3154987559792,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 06:00:00,2017-02-18 06:00:00,22,94,FALSE,FALSE,NA,"2017"
"1006",1006,"Silvy van Kuijk","PUMA_20170218_061500.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 06:18:08,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 06:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",83.4635207096432,97.0386741060107,96.8437620771258,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 06:15:00,2017-02-18 06:00:00,22,94,FALSE,FALSE,NA,"2017"
"1007",1007,"Silvy van Kuijk","PUMA_20170218_063000.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","Titi",0000-01-01 06:30:00,00:05:40,"Start",4,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 06:30:00,0,0000-01-01 06:35:40,TRUE,FALSE,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",NA,NA,NA,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 06:30:00,2017-02-18 07:00:00,21.5,95,TRUE,FALSE,340,"2017"
"1008",1008,"Silvy van Kuijk","PUMA_20170218_064500.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 06:52:58,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 06:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",83.4686632423003,99.6025808969068,99.4955786424626,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 06:45:00,2017-02-18 07:00:00,21.5,95,FALSE,FALSE,NA,"2017"
"1009",1009,"Silvy van Kuijk","PUMA_20170218_070000.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 07:01:06,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 07:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",83.4874332704153,97.8597522969781,97.6981324456082,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 07:00:00,2017-02-18 07:00:00,21.5,95,FALSE,FALSE,NA,"2017"
"1010",1010,"Silvy van Kuijk","PUMA_20170218_071500.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 07:23:09,NA,NA,NA,1,"Rain",NA,"Faint spider monkey calls",2017-02-18,2017,0000-01-01 07:15:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",81.6301702250475,95.7126955215578,95.5396913747367,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 07:15:00,2017-02-18 07:00:00,21.5,95,FALSE,FALSE,NA,"2017"
"1011",1011,"Silvy van Kuijk","PUMA_20170218_073000.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 07:34:00,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 07:30:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",81.3389378061067,98.2160957623208,98.1260499698719,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 07:30:00,2017-02-18 08:00:00,22,95,FALSE,FALSE,NA,"2017"
"1012",1012,"Silvy van Kuijk","PUMA_20170218_074500.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 07:52:31,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 07:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",80.8183500091734,97.2626551918725,97.1630605960619,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 07:45:00,2017-02-18 08:00:00,22,95,FALSE,FALSE,NA,"2017"
"1013",1013,"Silvy van Kuijk","PUMA_20170218_080000.wav",2017-02-18,"Puma/6, 400","Puma","6, 400","None",0000-01-01 08:07:49,NA,NA,NA,1,"Rain",NA,NA,2017-02-18,2017,0000-01-01 08:00:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/18 feb","18 feb 2017",80.6195248097228,95.0919910932168,94.9341146349192,"Waning",0.2,24.95833333,21.5,23.95833333,22,2017-02-18 08:00:00,2017-02-18 08:00:00,22,95,FALSE,FALSE,NA,"2017"
"1014",1014,"Silvy van Kuijk","PUMA_20170219_054500.wav",2017-02-19,"Puma/6, 400","Puma","6, 400","None",0000-01-01 05:46:59,NA,NA,NA,1,"Drizzle",NA,NA,2017-02-19,2017,0000-01-01 05:45:00,NA,NA,NA,NA,"D:/John_Blake_Data/Puma 2017/6, 400/19 feb","19 feb 2017",81.671469340516,96.7226740254459,96.5847986362992,"Waning",5.6,26.20833333,23,24.79166667,23,2017-02-19 05:45:00,2017-02-19 06:00:00,23,94,FALSE,FALSE,NA,"2017"
